0,1,2,3,4,5,6,7,8,9,10,11
11110CL  101023,            大學中文College Chinese,2,      W5W6,      EECS資電 125／容量55,"劉盈成LIU, YIN-GHENG",25新生保留25人,新生選課限原設科系大一，3選限大一二，加退選開放全校修習 資工系大學部1年級優先，第3次選課起開放全校修習,0,       , ,
11110CL  101024,            大學中文College Chinese,2,      W5W6,      GEN II綜二103／容量48,"江曉輝KONH, HIU-FAI",25新生保留25人,新生選課限原設科系大一，3選限大一二，加退選開放全校修習 資工系大學部1年級優先，第3次選課起開放全校修習,0,       , ,
11110CL  101025,            大學中文College Chinese,2,      W5W6,      EECS資電 128／容量70,"余能城YU, NENG-CHENG",25新生保留25人,新生選課限原設科系大一，3選限大一二，加退選開放全校修習 資工系大學部1年級優先，第3次選課起開放全校修習,0,       , ,
11110CL  101026,            大學中文College Chinese,2,      W5W6,      EECS資電 129／容量70,"謝憶凡HSIEH, I-FAN",25新生保留25人,新生選課限原設科系大一，3選限大一二，加退選開放全校修習 資工系大學部1年級優先，第3次選課起開放全校修習,0,       , ,
11110CL  101029,            大學中文College Chinese,2,      R5R6,      ENG I工一 202／容量50,"王月秀WANG, YUE-SHIOU",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 工工系大學部1年級,動機系大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101030,            大學中文College Chinese,2,      R5R6,      ENG I工一203／容量50,"呂柏勳LU, BO-HSUEN",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 工工系大學部1年級,動機系大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101031,            大學中文College Chinese,2,      R5R6,      GEN II綜二104／容量58,"盧晞雲LU, SEA-YUN",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 工工系大學部1年級,動機系大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101032,            大學中文College Chinese,2,      R5R6,      ENG I工一 215／容量63,"劉思妤LIU, SZU-YU",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 工工系大學部1年級,動機系大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101033,            大學中文College Chinese,2,      R5R6,      ENG I工一 216／容量63,"王秋今WANG, CHIU-CHIN",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 工工系大學部1年級,動機系大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101034,            大學中文College Chinese,2,      R5R6,      ENG I工一 214／容量63,聘任中,25新生保留25人,"教師：顏美琇。新生選課限原設科系大一，3選限大一二，加退選開放全校修習 工工系大學部1年級,動機系大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101038,            大學中文College Chinese,2,      F5F6,      DELTA台達202／容量32,"呂柏勳LU, BO-HSUEN",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 電機系大學部1年級,電資院學士班大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101039,            大學中文College Chinese,2,      F5F6,      GEN II綜二201／容量38,"盧晞雲LU, SEA-YUN",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 電機系大學部1年級,電資院學士班大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101040,            大學中文College Chinese,2,      F5F6,      DELTA台達201／容量50,聘任中,25新生保留25人,"教師：鄧怡菁。新生選課限原設科系大一，3選限大一二，加退選開放全校修習 電機系大學部1年級,電資院學士班大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101041,            大學中文College Chinese,2,      F5F6,      DELTA台達211／容量51,"孫立梅SUN, LI-MEI",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 電機系大學部1年級,電資院學士班大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101042,            大學中文College Chinese,2,      F5F6,      GEN II綜二103／容量48,"劉璟翰LIU, CHING-HAN",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 電機系大學部1年級,電資院學士班大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101050,            大學中文College Chinese,2,      T5T6,      Nanda南大9122／容量55,"蔡幸娟TSAI, HSING-CHUAN",25新生保留25人,新生選課限原設科系大一，3選限大一二，加退選開放全校修習 英教系大學部1年級優先，第3次選課起開放全校修習,0,       , ,
11110CL  101051,            大學中文College Chinese,2,      T5T6,      Nanda南大9205／容量55,"王達甫WANG, DA-FU",25新生保留25人,新生選課限原設科系大一，3選限大一二，加退選開放全校修習 英教系大學部1年級優先，第3次選課起開放全校修習,0,       , ,
11110CL  101061,            大學中文College Chinese,2,      R5R6,      Nanda南大9204／容量55,"方俠文FANG, SHIA-WEN",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 藝設系大學部1年級,音樂系大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101062,            大學中文College Chinese,2,      R5R6,      Nanda南大9105／容量55,"蔡幸娟TSAI, HSING-CHUAN",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 藝設系大學部1年級,音樂系大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101063,            大學中文College Chinese,2,      R5R6,      Nanda南大9122／容量55,"許漢祥HSU, HAN-HSIANG",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 藝設系大學部1年級,音樂系大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101064,            大學中文College Chinese,2,      R5R6,      Nanda南大9205／容量55,"謝憶凡HSIEH, I-FAN",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 藝設系大學部1年級,音樂系大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CL  101065,            大學中文College Chinese,2,      R5R6,      Nanda南大9206／容量55,"李東龍LI,TUNG-LUNG",25新生保留25人,"新生選課限原設科系大一，3選限大一二，加退選開放全校修習 藝設系大學部1年級,音樂系大學部1年級優先，第3次選課起開放全校修習",0,       , ,
11110CHE 116000,            化學工程導論Introduction to Chemical Engineering,1,      W9,      CHE化工 B18／容量160,,67,"授課教師：系主任 化工系大學部1年級,工學院學士班大學部1年級優先，第3次選課起開放全校修習",2,       , ,
11110CHE 211001,            工程數學一Engineering Mathematics I,3,      T3T4R3,      CHE化工 209／容量67,"呂世源LU, SHIH-YUAN",35,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 化工系大學部優先，第3次選課起開放全校修習 化學工程(第二專長)/化學工程(第一專長),33,       ,   擋修對象 : 全校   先修科目 : 微積分Ａ一-成績需D以上微積分Ｂ一-成績需D以上微積分一(數學系)-成績需D以上曾修微積分一(數學系)(基本科目免修測試)曾修微積分Ａ一(基本科目免修測試)曾修微積分Ｂ一(基本科目免修測試)微積分一-成績需D以上上述條件任選一科，而且微積分Ｂ二-成績需D以上微積分二(數學系)-成績需D以上微積分Ａ二-成績需D以上微積分二-成績需D以上上述條件任選一科，則不擋修。,
11110CHE 211002,            工程數學一Engineering Mathematics I,3,      T3T4R3,      CHE化工 210／容量67,"潘詠庭PAN, YUNG-TIN",35,/Offered in English 本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 化工系大學部優先，第3次選課起開放全校修習 化學工程(第二專長)/化學工程(第一專長),35,       ,   擋修對象 : 全校   先修科目 : 微積分Ａ一-成績需D以上微積分Ｂ一-成績需D以上微積分一(數學系)-成績需D以上曾修微積分一(數學系)(基本科目免修測試)曾修微積分Ａ一(基本科目免修測試)曾修微積分Ｂ一(基本科目免修測試)微積分一-成績需D以上上述條件任選一科，而且微積分Ｂ二-成績需D以上微積分二(數學系)-成績需D以上微積分Ａ二-成績需D以上微積分二-成績需D以上上述條件任選一科，則不擋修。,
11110CHE 241001,            物理化學一Physical Chemistry (I),3,      M3M4W1W2,      CHE化工 211／容量40,"段興宇TUAN, HSING-YU",30,本課上150分鐘，其餘時間由教授視情形彈性運用。 化工系大學部優先，第3次選課起開放全校修習 環境科技學程(第二專長),26,       ,   擋修對象 : 全校   先修科目 : 曾修普通化學一曾修普通化學二上述條件一定要有，而且曾修微積分二曾修微積分Ｂ二曾修微積分二(數學系)曾修微積分Ａ二上述條件任選一科，則不擋修。,
11110CHE 241002,            物理化學一Physical Chemistry (I),3,      M3M4W1W2,      CHE化工 212／容量40,"王潔WANG, JANE",30,/Offered in English 本課上150分鐘，其餘時間由教授視情形彈性運用。 化工系大學部優先，第3次選課起開放全校修習 環境科技學程(第二專長),30,       ,   擋修對象 : 全校   先修科目 : 曾修普通化學一曾修普通化學二上述條件一定要有，而且曾修微積分二曾修微積分Ｂ二曾修微積分二(數學系)曾修微積分Ａ二上述條件任選一科，則不擋修。,
11110CHE 301000,            能源科技與環境概論Introduction to Energy Technology and Environment,2,      T7T8,      CHE化工 B18／容量160,"段興宇TUAN, HSING-YU",67,工學院優先，第3次選課起開放全校修習 (跨領域)先進能源研究生學分學程,42,       , ,
11110CHE 303001,            化工熱力學Chemical Engineering Thermodynamics,3,      T3T4R4,      CHE化工 211／容量40,"陳信文CHEN, SINN-WEN",35,/Offered in English 本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 化學工程(第二專長)/化學工程(第一專長),35,       , ,
11110CHE 303002,            化工熱力學Chemical Engineering Thermodynamics,3,      T3T4R4,      CHE化工 212／容量40,"何榮銘HO, RONG-MING",35,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 化學工程(第二專長)/化學工程(第一專長),34,       , ,
11110CHE 307001,            化學反應工程Chemical Reaction Engineering,3,      W3W4F4,      CHE化工 209／容量67,"胡啟章HU, CHI-CHANG",35,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 化學工程(第二專長)/化學工程(第一專長),35,       , ,
11110CHE 307002,            化學反應工程Chemical Reaction Engineering,3,      W3W4F4,      CHE化工 210／容量67,"楊東翰YANG, TUNG-HAN",35,/Offered in English 本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 化學工程(第二專長)/化學工程(第一專長),31,       , ,
11110CHE 309001,            儀器分析及實驗一Instrumental Analysis and Lab.(I),3,      W6W7W8W9,      CHE化工202／容量70,堀江正樹MASAKI HORIE,30,/Offered in English 本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 限化工系大學部3年級 (跨領域)生物產業技術學分學程,28,       ,   擋修對象 : 全校   先修科目 : 物理化學一-成績需D以上物理化學上-成績需D以上上述條件任選一科，而且物理化學二-成績需D以上物理化學下-成績需D以上上述條件任選一科，則不擋修。,
11110CHE 309002,            儀器分析及實驗一Instrumental Analysis and Lab.(I),3,      R6R7R8R9,      CHE化工202／容量70,"劉英麟LIU, YING-LING",30,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 限化工系大學部3年級 (跨領域)生物產業技術學分學程,30,       ,   擋修對象 : 全校   先修科目 : 物理化學一-成績需D以上物理化學上-成績需D以上上述條件任選一科，而且物理化學二-成績需D以上物理化學下-成績需D以上上述條件任選一科，則不擋修。,
11110CHE 352001,            輸送現象及單元操作一Transport Phenomena and Unit Operations(I),3,      M3M4W1W2,      CHE化工 209／容量67,"黃振煌HUANG, JEN-HUANG",35,/Offered in English 本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 化學工程(第二專長)/化學工程(第一專長),34,       ,   擋修對象 : 大學部   先修科目 : 工程數學二-成績需D以上工程數學一-成績需D以上上述條件一定要有，則不擋修。,
11110CHE 352002,            輸送現象及單元操作一Transport Phenomena and Unit Operations(I),3,      M3M4W1W2,      CHE化工 210／容量67,"陳信龍CHEN, HSIN-LUNG",35,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 化學工程(第二專長)/化學工程(第一專長),35,       ,   擋修對象 : 大學部   先修科目 : 工程數學二-成績需D以上工程數學一-成績需D以上上述條件一定要有，則不擋修。,
11110CHE 412000,            材料科學Materials Science,3,      T1T2R1R2,      CHE化工 210／容量67,"陳信文CHEN, SINN-WEN", ,/Offered in English 本課程上150分鐘，其餘時間由教授彈性運用,13,       , ,
11110CHE 415001,            程序設計Process Design,3,      F7F8F9,      CHE化工 209／容量67,"汪上曉WONG, SHANG-HSIAO",30,本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 化學工程(第二專長)/化學工程(第一專長),30,       ,   擋修對象 : 大學部   先修科目 : 化工單操-成績需D以上上述條件一定要有，則不擋修。,
11110CHE 415002,            程序設計Process Design,3,      F7F8F9,      CHE化工 210／容量67,林育正YU-JENG LIN,30,/Offered in English 本系同學依分組名單選課，外系(含院學士班)同學選課前先向化工系登記分組，再依分組結果選課。 化學工程(第二專長)/化學工程(第一專長),30,       ,   擋修對象 : 大學部   先修科目 : 化工單操-成績需D以上上述條件一定要有，則不擋修。,
